Position,Ball_Control,Dribbling,Marking,Sliding_Tackle,Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,RESISTENCIA,FORCA,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
MEIO,75,76,41,48,55,59,75,75,64,76,69,76,77,75,73,67,69,67,77,77,65,54,77,71,71,78,75,67,74,9,10,10,11,12
ZAGUEIRO,68,62,75,73,75,69,72,63,74,58,64,73,73,54,77,79,76,75,72,77,74,60,55,36,32,57,36,48,35,8,9,11,12,7
ATACANTE,71,67,30,28,31,69,64,71,21,58,66,45,62,40,81,77,73,71,72,80,91,69,85,80,76,77,72,68,66,8,12,6,14,15
ZAGUEIRO,71,64,76,77,74,71,68,46,77,33,54,48,74,75,74,78,72,70,61,66,73,66,63,28,25,44,34,68,36,14,6,12,11,8
ZAGUEIRO,70,66,74,76,79,68,72,49,75,58,60,58,67,61,68,71,78,77,51,64,73,65,51,25,31,48,29,37,30,12,9,10,15,9
ZAGUEIRO,74,69,70,74,77,68,75,53,77,62,66,65,74,75,76,74,74,74,59,72,69,69,69,46,49,35,35,42,45,9,15,15,7,15
MEIO,77,74,65,57,62,62,76,72,69,75,69,74,78,74,70,66,76,70,77,79,58,55,66,68,60,73,74,58,64,16,8,15,13,6
ZAGUEIRO,72,75,66,72,73,62,74,58,68,51,68,75,66,58,79,89,90,63,78,79,68,55,53,21,42,58,21,22,33,13,11,9,7,15
ZAGUEIRO,60,36,77,76,78,69,68,16,73,22,65,31,55,46,61,66,69,75,70,60,72,73,37,13,19,20,24,30,16,9,14,6,9,5
ZAGUEIRO,69,63,71,76,79,63,61,36,73,46,70,60,71,53,79,78,69,79,59,62,76,72,51,42,36,35,29,37,35,15,7,15,10,15
GK,21,13,20,18,24,35,71,12,18,33,51,20,30,34,50,50,40,65,45,60,70,18,19,20,21,20,22,18,20,69,73,61,72,83
ZAGUEIRO,29,31,80,75,77,78,64,29,71,26,45,35,69,51,43,52,50,84,33,49,65,75,51,21,23,31,32,45,29,7,12,11,13,7
ZAGUEIRO,71,64,73,68,76,71,78,30,75,53,73,53,68,63,76,71,71,70,65,73,75,72,57,38,42,42,28,33,25,16,7,7,11,9
ATACANTE,73,71,17,20,20,81,71,79,21,55,77,22,56,27,78,69,69,90,52,57,55,70,74,77,44,44,34,54,57,15,12,13,14,8
ZAGUEIRO,62,49,74,76,74,77,66,25,74,54,59,48,66,63,70,70,67,77,63,65,82,73,65,50,56,32,32,46,54,14,15,6,11,12
MEIO,78,77,54,66,66,62,72,68,64,74,72,72,76,74,72,78,78,76,58,74,58,62,72,53,68,68,49,63,56,8,6,6,14,7
ZAGUEIRO,54,52,72,67,78,76,68,32,78,22,70,29,64,42,45,53,63,92,33,42,40,70,68,35,37,29,35,43,23,11,15,11,8,10
ZAGUEIRO,57,40,76,70,77,75,75,28,64,30,70,41,66,51,54,54,60,90,31,31,65,74,56,28,24,29,27,20,31,16,7,7,12,12
MEIO,72,70,73,76,78,87,72,68,70,54,65,50,72,67,68,64,83,84,64,55,59,71,84,62,73,54,46,70,72,12,11,13,9,11
MEIO,75,70,74,72,77,90,70,68,75,69,68,47,77,76,71,69,76,75,75,69,60,67,74,54,62,50,42,51,53,7,10,16,13,15
MEIO,76,78,32,31,39,67,74,75,37,72,71,70,68,58,77,79,80,69,66,78,67,67,73,66,64,75,43,52,67,16,16,13,11,9
ZAGUEIRO,56,41,73,71,75,73,69,21,71,33,56,30,64,56,53,55,69,87,41,32,68,74,41,36,31,24,30,36,33,14,15,9,10,6
ZAGUEIRO,62,60,74,73,75,80,69,42,74,39,61,58,59,53,73,76,73,77,75,76,86,71,57,22,59,65,67,45,30,15,8,8,13,9
ATACANTE,76,78,26,25,21,38,71,68,21,66,66,71,67,52,91,91,73,63,91,93,88,58,76,73,68,47,55,48,73,13,7,12,13,9
ATACANTE,75,74,23,22,24,44,65,77,23,49,64,39,56,48,78,79,75,73,63,75,82,71,73,76,65,49,33,71,63,14,12,9,15,11
MEIO,79,75,65,64,69,67,72,67,68,76,66,61,76,73,74,72,65,52,72,76,60,75,76,70,74,68,67,67,66,8,12,6,11,11
ZAGUEIRO,55,37,74,65,69,94,66,39,72,36,48,28,55,60,55,65,66,94,31,39,80,76,37,30,23,21,26,39,21,6,13,14,14,7
MEIO,75,82,29,32,33,73,67,60,27,72,59,72,71,64,77,81,74,59,71,77,67,71,75,68,75,81,78,50,62,12,9,16,9,11
MEIO,75,80,20,15,28,55,70,74,28,67,63,77,63,54,77,82,72,77,52,68,57,75,84,72,81,74,69,63,70,14,13,7,9,11
ZAGUEIRO,71,72,71,76,73,73,75,55,74,43,62,73,67,58,77,79,77,56,74,78,73,61,71,33,65,57,34,41,39,7,13,15,7,14
MEIO,72,74,49,51,55,69,72,69,60,77,65,70,78,73,67,70,85,73,65,73,38,57,73,63,78,72,69,57,60,10,7,14,8,12
MEIO,70,72,63,60,69,70,79,60,66,69,66,56,75,75,60,59,90,82,62,65,65,69,78,69,76,68,76,64,50,9,14,8,8,13
MEIO,75,78,35,40,37,68,69,67,42,69,60,71,69,54,85,86,82,65,74,82,72,57,71,66,69,59,46,52,66,7,13,9,11,7
ZAGUEIRO,59,43,76,74,78,78,66,30,76,35,51,53,56,46,66,69,67,79,44,53,60,70,60,24,26,29,30,44,28,11,11,14,11,14
MEIO,77,77,24,21,28,33,72,73,38,69,32,74,74,59,77,80,67,59,62,66,57,55,65,69,66,76,64,59,52,12,6,10,8,10
MEIO,78,81,19,12,23,69,71,79,13,65,72,43,72,51,79,77,70,56,79,84,72,65,63,77,62,79,71,73,78,14,12,11,12,8
GK,23,15,13,12,12,30,70,15,19,35,54,15,31,25,47,44,45,69,39,35,68,14,20,12,15,15,15,23,16,75,74,66,69,77
ATACANTE,74,70,32,26,29,72,70,77,34,59,53,34,62,57,65,65,72,82,63,67,69,76,74,76,71,46,36,77,75,9,10,6,11,12
ZAGUEIRO,76,75,66,73,69,67,70,68,75,68,59,76,68,73,75,78,90,76,66,66,70,60,65,41,74,59,40,38,52,9,8,13,14,6
MEIO,77,76,29,26,37,48,68,67,31,71,60,73,76,71,72,76,63,67,60,72,42,43,74,66,71,69,63,57,67,8,11,7,10,8
GK,17,20,13,16,12,23,77,15,24,46,26,14,29,23,41,44,30,70,53,30,72,23,23,21,17,24,21,62,19,69,74,75,70,77
MEIO,79,80,31,26,27,55,70,66,33,78,77,73,73,73,80,77,70,59,77,75,54,38,60,64,62,75,74,64,64,8,8,13,9,7
GK,23,20,12,13,18,30,61,12,20,50,42,18,29,20,44,43,31,56,50,43,58,12,25,18,13,17,17,23,15,71,71,69,75,81
ATACANTE,70,65,24,27,25,65,68,78,46,62,76,51,63,57,59,64,76,84,48,55,67,78,75,77,70,62,48,64,63,8,11,13,9,13
ZAGUEIRO,64,60,75,74,75,70,73,57,72,60,75,64,65,65,60,55,77,78,54,48,83,70,47,32,39,44,35,41,41,8,8,6,14,12
ZAGUEIRO,68,72,70,76,74,75,72,69,71,42,54,59,61,58,82,84,91,41,86,85,93,60,69,45,74,49,47,55,44,10,14,11,16,14
MEIO,75,76,35,29,31,44,70,70,38,70,62,76,74,71,80,78,66,48,84,81,59,49,70,69,64,73,70,65,66,10,9,11,7,9
MEIO,74,72,73,70,74,77,70,57,76,68,68,69,73,69,72,75,79,75,67,73,76,65,60,38,62,41,29,40,34,14,11,8,13,10
MEIO,73,71,72,71,74,84,73,67,75,66,69,68,74,72,66,69,91,75,63,65,67,68,75,63,73,53,41,57,42,12,16,7,13,14
ZAGUEIRO,59,48,77,74,74,78,67,30,73,29,58,28,64,56,62,66,65,83,52,55,76,69,55,41,31,30,26,40,42,7,13,7,13,10
ZAGUEIRO,70,68,74,73,74,62,71,56,73,48,58,72,72,60,77,79,69,73,70,69,84,62,39,34,33,39,32,39,37,11,10,10,13,12
MEIO,73,64,74,71,74,80,74,57,70,60,65,52,75,69,75,75,85,64,85,69,75,59,74,49,65,69,63,57,47,15,13,9,14,14
MEIO,72,69,75,72,79,76,79,65,83,67,65,59,75,77,67,64,81,63,73,69,74,51,66,60,64,60,36,54,65,12,16,7,9,9
ZAGUEIRO,72,61,71,68,72,76,76,53,69,61,60,73,72,59,71,74,85,74,58,59,80,72,72,42,73,65,76,52,47,7,13,7,13,14
GK,17,16,14,20,20,18,70,17,19,26,29,14,30,23,46,47,38,70,46,35,56,16,17,18,13,13,17,23,15,74,75,66,71,77
GK,21,19,16,18,18,21,65,15,25,58,58,16,33,29,29,48,24,62,46,35,65,17,23,13,19,14,15,19,12,77,74,70,72,75
MEIO,83,83,29,23,26,46,74,69,24,75,72,52,80,57,78,77,70,73,76,77,50,42,67,63,54,50,40,56,48,14,14,12,7,11
MEIO,74,75,51,40,52,50,70,70,53,75,78,66,75,73,81,79,75,75,68,75,66,66,75,65,72,68,67,52,63,9,8,8,14,14
ZAGUEIRO,55,40,75,70,73,76,69,40,72,27,36,59,64,57,64,68,72,83,48,43,80,72,40,27,21,39,33,36,36,14,7,12,8,11
MEIO,76,72,68,67,71,68,70,52,72,77,75,69,81,77,71,71,77,67,75,77,68,50,69,58,59,60,50,54,51,8,14,12,7,16
ZAGUEIRO,55,41,78,76,77,72,64,18,70,24,67,42,67,74,68,72,70,82,49,50,72,71,64,23,30,30,36,54,29,9,8,8,9,9
ZAGUEIRO,61,59,76,77,79,70,64,30,76,48,63,28,65,58,65,64,69,79,54,60,72,67,39,22,18,25,22,36,25,7,6,6,10,11
MEIO,70,69,65,71,73,82,76,42,72,59,71,49,74,71,76,78,90,84,68,66,84,71,83,46,71,44,32,51,68,8,13,13,13,15
MEIO,79,81,38,43,46,56,66,64,28,70,66,76,78,71,73,69,63,66,69,76,58,43,78,67,75,80,60,56,47,7,13,10,12,14
ATACANTE,61,74,41,30,45,63,68,76,34,71,65,61,66,52,85,87,90,79,53,82,78,70,77,73,63,57,30,66,63,14,11,11,7,11
ATACANTE,72,72,15,13,20,72,68,75,21,49,65,58,64,35,81,79,69,78,64,70,63,68,78,75,65,43,32,66,40,14,7,8,6,16
MEIO,76,78,25,36,46,68,72,72,37,67,60,72,68,63,83,86,67,66,72,75,51,61,77,67,62,69,31,72,62,9,13,12,15,13
ZAGUEIRO,66,61,73,76,74,77,70,57,73,62,75,48,69,64,67,68,78,77,59,60,74,70,58,47,52,32,35,33,57,11,14,10,6,7
MEIO,75,74,38,32,30,60,71,72,42,74,66,69,74,71,76,72,64,61,71,77,63,66,69,69,70,65,68,73,62,10,14,13,7,12
MEIO,79,80,51,48,55,52,66,71,51,68,66,61,63,62,84,85,80,64,81,83,79,51,73,74,70,70,74,66,62,11,12,12,6,11
MEIO,79,77,26,28,33,67,64,79,24,68,68,67,72,59,87,88,60,34,67,75,49,54,62,65,60,66,74,49,70,11,14,11,10,9
MEIO,75,72,68,73,69,82,69,65,68,73,72,68,77,74,76,65,89,76,84,75,83,59,72,63,69,70,71,62,57,16,8,9,9,9
ATACANTE,69,72,27,28,35,80,72,73,36,63,69,54,68,48,73,77,79,81,59,68,65,67,81,75,72,56,44,66,73,16,15,6,7,16
MEIO,71,70,32,33,36,47,71,73,47,74,75,73,76,66,74,77,77,68,71,78,64,48,76,72,73,74,69,74,66,6,9,7,7,7
ZAGUEIRO,70,55,72,75,81,55,70,26,75,34,46,50,76,70,55,52,75,81,54,43,78,63,55,36,35,33,36,51,37,7,11,16,8,15
MEIO,77,70,50,48,52,63,69,61,59,75,68,76,77,77,68,72,76,73,72,70,54,58,83,75,85,78,82,78,69,8,8,12,15,6
ATACANTE,72,72,15,15,17,37,78,71,24,56,59,60,62,36,87,89,72,70,70,78,81,75,72,74,56,46,37,72,60,10,6,9,9,10
MEIO,76,77,58,66,76,49,75,65,52,78,63,67,76,68,76,76,73,65,74,73,63,40,74,62,82,73,80,69,48,11,9,6,14,6
MEIO,77,79,30,50,45,56,75,61,40,66,68,68,63,65,86,86,87,46,85,87,55,66,65,65,64,68,68,67,60,11,7,7,6,8
ATACANTE,73,74,49,67,58,61,76,78,63,66,71,69,71,58,84,87,67,63,85,83,73,57,71,76,64,52,55,64,65,16,7,10,11,10
MEIO,74,75,55,28,34,56,70,72,45,70,68,68,74,62,83,85,68,56,74,84,80,67,79,68,65,65,70,69,65,11,7,16,12,9
MEIO,76,77,22,23,30,48,72,69,43,74,73,74,74,71,75,71,59,49,79,87,52,40,69,65,67,80,74,72,71,9,14,9,8,10
ATACANTE,72,71,25,36,31,72,73,76,27,62,69,66,68,53,78,77,68,74,81,76,77,61,77,78,71,61,63,67,75,13,9,12,8,7
MEIO,75,75,69,69,70,65,70,68,70,73,70,74,75,72,82,87,82,71,75,82,70,58,70,61,66,70,54,67,73,9,15,9,15,7
ZAGUEIRO,70,67,70,71,74,72,74,61,68,54,69,75,75,57,73,74,81,77,59,66,64,71,76,57,67,74,72,67,47,10,9,14,15,16
ZAGUEIRO,72,69,73,71,69,64,72,66,74,61,63,69,75,69,90,85,76,71,77,81,59,53,68,48,66,68,65,62,55,9,13,14,15,8
ZAGUEIRO,67,57,72,71,73,81,64,49,72,59,48,65,70,68,74,69,68,83,70,68,84,72,76,52,71,72,68,56,38,11,9,12,12,11
ATACANTE,76,75,23,21,29,63,70,72,25,51,63,37,72,44,76,79,69,76,63,76,67,70,70,72,68,66,57,61,69,15,7,6,12,14
ZAGUEIRO,66,72,71,72,76,71,67,56,70,53,49,68,66,59,85,92,76,65,69,70,59,66,30,36,31,30,31,56,35,10,16,13,11,9
MEIO,76,76,59,58,64,68,74,75,72,72,58,70,73,69,75,76,73,64,67,80,61,55,72,68,77,68,73,63,79,9,9,16,12,16
ZAGUEIRO,58,58,69,69,75,79,67,45,84,45,65,45,61,53,69,77,79,79,58,67,73,68,65,47,49,45,42,60,51,14,15,9,10,14
ZAGUEIRO,58,41,72,75,77,75,63,39,70,44,58,40,63,61,65,68,66,86,45,53,75,75,55,28,24,25,30,33,30,12,15,14,10,8
GK,24,18,17,15,18,28,65,14,20,61,33,17,24,27,49,50,28,69,44,31,55,19,20,17,14,12,12,19,17,75,73,69,71,77
ZAGUEIRO,63,56,75,76,74,74,63,48,74,43,61,40,65,63,64,64,63,76,48,41,69,73,75,53,40,21,29,41,20,11,12,10,11,13
MEIO,79,84,13,20,17,37,65,63,16,58,57,65,73,53,91,84,48,36,92,88,59,28,72,66,73,81,67,57,67,12,11,16,6,16
MEIO,76,75,52,55,62,69,75,68,67,77,71,64,76,71,79,77,72,61,72,81,70,63,75,69,71,67,54,57,50,9,14,15,9,13
ZAGUEIRO,60,64,74,78,76,76,75,72,72,60,68,63,65,61,76,78,85,72,69,72,75,70,72,33,58,67,55,36,41,10,13,11,8,9
ATACANTE,75,76,32,27,37,33,61,76,19,66,48,50,76,63,78,81,75,73,71,78,82,73,72,74,60,70,35,67,62,15,13,10,12,11
ZAGUEIRO,67,67,75,76,77,74,74,58,73,52,67,71,64,69,74,83,79,88,44,57,55,54,61,30,36,64,42,44,39,13,11,12,9,13
MEIO,77,77,55,54,57,54,69,65,55,71,64,69,77,77,79,78,78,68,76,72,58,49,65,61,71,62,56,42,66,9,9,13,8,13
MEIO,78,63,65,62,71,59,68,53,73,81,75,55,84,76,60,39,73,66,67,58,58,48,55,38,52,65,46,52,48,11,12,13,10,6
MEIO,75,80,36,37,32,77,69,76,33,62,63,63,71,67,81,78,66,71,74,82,63,48,83,74,78,81,72,70,73,11,9,7,6,10
ATACANTE,78,80,30,22,31,57,65,67,29,60,73,50,66,48,87,92,76,72,64,89,80,64,73,75,70,63,49,72,64,14,13,6,11,8
ATACANTE,74,76,22,28,37,83,72,75,44,61,66,66,68,46,89,87,83,75,55,75,82,72,69,67,58,69,43,59,68,14,6,15,11,8
ZAGUEIRO,72,74,73,76,72,41,71,68,69,68,66,71,70,72,88,82,75,48,86,80,56,53,75,67,82,66,45,58,63,14,6,15,11,16
MEIO,78,75,60,59,68,72,75,64,70,74,80,66,74,76,67,74,76,68,67,71,65,60,76,54,65,66,62,68,55,12,8,8,10,14
MEIO,74,80,30,34,36,50,75,70,50,65,71,65,68,62,91,92,70,61,86,87,50,43,70,68,64,55,55,58,54,12,11,13,12,7
ZAGUEIRO,52,34,76,66,76,82,69,24,77,45,60,30,55,48,54,55,64,82,54,56,70,72,58,28,25,39,40,34,21,7,15,10,8,16
ZAGUEIRO,73,69,73,75,73,69,72,58,69,60,66,73,75,69,77,75,78,65,76,78,72,60,62,41,43,74,64,49,39,8,7,7,15,13
MEIO,72,75,40,37,35,65,71,69,48,60,69,73,70,62,95,95,78,66,69,83,68,65,68,60,55,66,59,61,51,11,8,16,15,10
MEIO,75,72,31,50,44,36,74,71,45,75,76,74,75,71,68,63,64,61,66,65,54,41,80,68,78,72,79,58,68,10,13,14,10,9
ZAGUEIRO,66,44,75,64,69,79,70,39,75,42,64,26,69,70,65,55,77,86,49,56,67,74,40,23,20,24,25,34,30,10,10,15,16,12
MEIO,75,76,35,34,47,52,68,69,51,71,57,75,80,69,73,69,75,59,80,76,71,54,68,68,69,80,59,59,59,7,12,16,7,7
ZAGUEIRO,77,75,69,73,73,71,75,63,67,59,69,73,69,67,79,82,85,65,70,78,70,57,77,43,71,67,40,48,51,13,10,6,11,13
MEIO,75,75,28,24,26,44,61,65,32,72,56,62,76,70,85,86,63,42,77,88,43,43,68,59,74,75,67,60,65,12,13,9,6,6
ZAGUEIRO,65,55,73,70,74,69,74,44,75,55,76,41,68,63,54,67,73,83,43,59,80,70,68,41,47,47,46,49,42,10,13,14,15,11
ATACANTE,72,59,38,31,37,47,63,78,32,44,77,48,63,41,61,66,69,83,44,52,74,79,80,79,69,38,35,63,68,15,7,12,7,11
ATACANTE,79,77,21,29,31,60,74,80,32,65,70,63,73,59,87,79,83,58,87,87,72,57,72,74,70,55,39,55,70,8,7,10,5,8
ZAGUEIRO,74,72,64,73,75,80,76,68,67,65,62,81,72,65,76,68,90,60,63,75,75,60,74,50,70,74,76,49,30,15,15,6,7,11
ATACANTE,69,71,33,27,30,72,75,75,34,61,66,64,62,57,77,75,69,74,72,69,61,66,86,73,70,62,75,66,69,13,8,12,9,11
MEIO,75,77,28,25,26,41,67,64,23,68,59,67,68,73,92,85,72,38,72,90,67,36,70,71,74,80,58,63,65,11,15,9,12,9
MEIO,74,74,67,69,74,81,76,70,73,70,71,76,77,66,75,78,80,57,68,72,67,65,75,69,69,66,56,56,68,9,7,9,10,8
ZAGUEIRO,51,36,75,73,75,77,69,29,71,36,62,36,46,51,55,65,66,91,52,50,68,73,44,31,29,30,29,34,25,6,13,5,9,6
MEIO,77,81,24,36,42,51,72,74,35,73,82,71,74,70,67,60,65,66,71,65,64,61,73,77,72,81,68,72,65,12,8,16,10,7
ZAGUEIRO,60,53,73,72,76,81,70,45,69,49,68,50,60,57,65,67,70,85,50,45,68,68,54,31,38,51,25,40,31,15,15,7,10,13
ZAGUEIRO,76,73,66,73,70,58,71,63,71,62,73,82,73,66,82,85,78,64,75,74,68,49,58,49,61,81,59,62,44,10,15,7,13,15
MEIO,74,75,31,35,36,55,68,67,39,57,59,70,69,67,93,93,77,57,91,92,63,32,76,68,73,76,75,67,72,10,10,8,9,10
ZAGUEIRO,77,73,71,75,71,77,67,68,70,63,54,78,71,66,83,82,74,59,90,84,83,57,77,41,69,56,43,48,47,7,13,16,12,16
ZAGUEIRO,72,70,72,73,71,80,66,67,69,43,49,73,79,63,77,82,85,60,74,65,70,60,57,42,45,64,40,38,36,8,15,7,12,11
ATACANTE,75,74,41,33,36,82,69,74,47,78,76,59,69,63,82,85,78,66,77,79,87,70,73,75,69,68,75,69,68,12,7,9,13,9
MEIO,75,76,44,32,45,54,73,66,49,73,56,64,75,67,74,76,71,74,60,74,71,68,75,69,72,75,76,68,69,8,8,14,14,13
ATACANTE,81,84,35,23,28,24,64,68,50,75,56,66,75,68,74,80,71,40,68,85,52,53,68,64,61,68,60,50,65,15,14,8,8,6
ZAGUEIRO,65,62,68,80,70,80,68,59,71,52,65,73,70,66,80,85,85,74,77,82,80,54,80,59,70,63,70,67,59,15,16,9,9,7
MEIO,72,57,73,70,70,82,71,74,76,71,67,61,81,79,53,60,78,76,69,63,70,37,79,51,68,61,60,58,46,8,13,9,12,9
MEIO,74,73,56,51,53,71,74,74,55,69,65,69,74,69,71,69,82,73,51,62,64,72,75,75,76,62,54,65,66,10,9,15,14,14
ZAGUEIRO,63,54,78,74,77,63,64,46,79,60,60,54,61,59,45,49,68,81,37,34,56,73,55,46,51,48,41,56,57,6,15,13,12,8
MEIO,77,74,25,47,32,44,72,70,32,73,76,72,74,67,73,72,76,51,64,74,44,53,73,72,72,75,76,73,74,10,10,8,7,14
MEIO,75,76,25,21,27,49,72,71,38,72,72,71,71,64,83,80,75,68,85,81,82,59,74,73,72,70,71,74,69,15,15,16,12,15
ATACANTE,74,74,17,19,23,64,72,71,34,38,62,63,62,47,92,94,67,71,73,89,90,60,85,72,64,50,45,56,64,10,14,12,12,9
ZAGUEIRO,60,48,71,69,75,81,71,43,74,46,69,50,65,54,67,71,64,84,47,60,70,73,52,32,21,43,35,56,23,10,7,15,8,9
ATACANTE,68,71,13,14,16,63,70,75,22,64,68,63,68,60,80,80,78,60,74,74,74,72,80,77,74,72,70,69,65,15,15,13,10,10
MEIO,76,73,68,73,66,74,81,69,67,68,54,77,75,69,75,76,80,66,70,74,75,67,59,42,57,67,58,44,32,6,9,6,9,7
ATACANTE,75,71,32,23,27,55,72,76,34,56,72,53,58,49,71,74,70,71,55,69,66,72,76,75,64,68,54,74,66,14,13,13,10,7
ATACANTE,74,72,17,23,23,54,73,77,18,65,64,69,69,54,79,79,67,62,73,74,62,64,73,79,64,69,55,69,75,10,9,10,16,13
ATACANTE,72,76,27,37,29,52,74,74,29,75,75,60,66,55,93,86,74,54,87,93,64,46,74,68,66,70,64,69,64,13,11,9,15,13
ZAGUEIRO,74,71,75,77,78,80,74,41,61,41,66,76,73,76,77,79,69,68,79,74,62,51,87,44,77,72,69,46,66,10,11,15,7,14
ZAGUEIRO,74,70,75,77,76,74,74,56,64,56,69,71,69,64,77,74,78,65,77,77,67,60,66,36,43,57,47,60,49,9,12,14,8,14
MEIO,74,77,36,46,49,59,75,69,43,70,77,51,80,60,85,88,79,67,82,90,72,58,75,60,63,72,68,61,67,7,6,12,8,13
ATACANTE,73,71,21,17,22,60,68,78,25,65,70,49,67,52,85,82,71,76,69,70,77,66,68,77,67,68,57,72,70,10,7,9,6,7
MEIO,75,73,57,62,65,73,74,75,62,70,71,72,73,62,78,77,80,72,82,77,65,56,74,67,68,76,77,63,60,10,15,7,7,8
GK,23,12,11,13,19,28,69,10,25,45,45,14,26,17,38,34,34,60,48,58,72,12,15,11,19,12,12,22,10,69,77,61,74,79
ZAGUEIRO,78,72,68,71,67,76,81,75,69,53,74,78,76,69,76,81,76,62,68,78,67,57,73,55,64,76,50,55,80,8,10,11,9,6
MEIO,77,78,29,35,38,66,78,68,35,60,67,73,67,63,83,82,71,45,91,84,71,62,75,65,76,78,79,73,66,11,14,15,9,12
MEIO,75,77,22,13,19,59,64,76,38,70,69,71,66,49,84,82,82,57,85,90,80,53,65,69,59,53,36,53,57,12,10,16,9,10
ZAGUEIRO,75,71,77,72,73,71,73,70,75,59,69,74,69,66,76,77,77,73,73,73,72,56,68,48,61,52,55,61,50,13,10,14,8,10
ZAGUEIRO,64,63,76,72,73,74,71,46,74,48,68,51,66,50,77,79,74,76,72,72,83,73,66,38,65,25,18,53,24,7,8,9,8,7
MEIO,75,75,46,39,48,55,68,67,46,75,54,75,75,72,72,75,61,64,76,78,54,57,78,73,71,76,78,68,63,8,9,15,12,8
MEIO,76,79,62,65,67,75,71,72,69,74,73,65,72,67,84,72,89,68,83,88,77,54,75,56,71,64,68,60,68,9,7,9,8,8
GK,21,11,13,11,12,26,71,15,23,46,53,12,29,25,48,50,35,75,42,37,54,16,16,11,15,11,11,18,11,73,71,71,75,76
MEIO,77,79,41,50,54,64,73,70,66,74,67,70,77,74,75,74,76,49,79,84,63,38,70,59,75,77,69,44,71,7,15,14,12,14
MEIO,67,65,75,71,77,85,73,54,77,57,67,44,72,69,69,66,78,78,57,61,83,69,73,32,71,47,37,36,41,12,15,12,12,8
ZAGUEIRO,66,60,70,77,72,75,70,37,72,51,66,58,65,67,68,73,68,80,66,59,77,70,55,20,32,37,24,20,34,8,8,7,9,10
ZAGUEIRO,58,42,74,73,76,80,69,31,71,51,66,41,59,46,50,50,71,87,42,48,47,79,67,39,21,50,11,48,36,8,10,14,14,8
ZAGUEIRO,63,60,75,77,74,83,74,57,76,59,64,69,70,67,76,74,78,79,66,69,77,69,69,48,56,54,62,59,49,10,11,16,14,15
MEIO,76,77,22,21,24,38,68,73,30,70,67,71,67,59,83,80,68,48,81,86,55,40,70,71,71,75,73,68,44,8,9,15,12,8
MEIO,73,68,65,65,70,63,70,63,73,72,71,57,77,76,67,69,81,71,63,70,71,62,68,66,69,59,58,51,65,9,12,9,6,14
ZAGUEIRO,68,71,67,76,74,90,70,62,77,55,74,75,69,65,68,75,78,78,53,54,72,80,64,49,49,64,46,67,40,6,16,16,12,9
MEIO,80,72,45,52,56,59,74,69,58,73,73,79,76,71,70,73,69,44,83,80,53,46,74,66,70,76,75,59,77,11,15,7,7,8
ZAGUEIRO,72,65,72,75,73,74,71,61,66,53,65,72,69,73,81,83,80,67,66,74,68,72,82,45,67,81,76,55,70,16,8,15,8,7
MEIO,74,78,74,68,72,57,75,64,73,69,75,62,77,74,71,77,76,77,74,80,73,57,69,64,69,58,56,54,45,16,11,16,8,15
ATACANTE,74,75,19,22,21,71,67,71,26,56,68,63,69,64,82,81,69,85,70,72,73,70,79,71,69,46,53,66,73,12,11,13,11,14
MEIO,76,75,65,65,71,73,73,66,72,73,74,66,77,75,69,68,76,80,61,68,82,76,80,64,74,71,74,65,52,11,9,8,11,7
GK,13,14,16,14,15,19,70,11,20,30,30,22,30,30,45,51,33,62,53,47,76,20,23,17,24,14,11,23,22,72,75,69,71,77
ATACANTE,72,69,50,45,45,74,74,75,49,68,67,74,72,64,88,85,77,78,69,76,64,57,83,72,74,63,64,64,70,10,10,7,6,8
ZAGUEIRO,80,69,71,80,74,73,64,42,76,61,60,46,74,64,59,70,80,75,56,72,59,70,60,28,39,61,33,49,38,15,14,14,10,15
ZAGUEIRO,65,69,66,69,72,63,74,73,63,62,60,75,67,66,87,90,90,71,80,70,86,58,72,24,66,76,73,70,24,7,11,13,11,15
MEIO,73,74,49,59,59,62,69,60,60,68,65,73,73,63,90,91,80,65,75,80,55,58,72,58,70,69,51,57,64,8,7,13,13,6
MEIO,72,72,65,63,72,72,75,66,74,71,71,61,76,73,72,68,91,62,84,71,77,39,57,49,64,62,66,55,54,8,9,12,7,9
MEIO,74,76,74,71,76,78,72,71,74,68,71,73,76,71,79,79,80,78,72,72,83,70,78,70,69,64,60,58,69,10,8,10,6,11
MEIO,75,72,58,69,73,70,70,63,75,74,80,60,80,73,74,71,80,65,81,75,74,42,61,60,59,51,46,50,45,11,9,13,12,11
MEIO,76,78,38,40,40,77,71,69,32,69,71,70,72,67,85,76,68,86,67,82,75,67,85,67,82,81,80,74,68,14,11,14,16,8
ZAGUEIRO,62,58,78,74,73,64,70,56,76,69,70,61,74,68,73,74,68,75,60,67,77,74,61,46,43,62,31,65,33,14,13,11,12,6
ZAGUEIRO,72,69,78,77,77,73,73,66,75,47,55,46,75,70,80,77,74,60,75,70,64,63,69,47,71,59,51,50,62,16,8,16,9,10
